url	local_path	size_label
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL10.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL10.bedgraph.gz.tbi	79.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL105.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL105.bedgraph.gz	99.48KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL105.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL105.bedgraph.gz.tbi	79.74KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL107.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL107.bedgraph.gz	100.50KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL107.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL107.bedgraph.gz.tbi	79.66KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL108.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL108.bedgraph.gz	100.09KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL108.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL108.bedgraph.gz.tbi	79.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL109.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL109.bedgraph.gz	100.04KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL109.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL109.bedgraph.gz.tbi	79.67KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL11.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL11.bedgraph.gz	100.55KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL11.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL11.bedgraph.gz.tbi	79.68KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL110.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL110.bedgraph.gz	94.25KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL110.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL110.bedgraph.gz.tbi	79.59KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL112.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL112.bedgraph.gz	95.85KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL112.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL112.bedgraph.gz.tbi	79.61KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL114.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL114.bedgraph.gz	102.86KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL114.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL114.bedgraph.gz.tbi	79.70KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL116.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL116.bedgraph.gz	99.84KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL116.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL116.bedgraph.gz.tbi	79.64KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL12.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL12.bedgraph.gz	102.56KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL12.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL12.bedgraph.gz.tbi	79.79KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL125.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL125.bedgraph.gz	102.03KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL125.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL125.bedgraph.gz.tbi	79.72KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL126.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL126.bedgraph.gz	100.99KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL126.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL126.bedgraph.gz.tbi	79.72KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL127.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL127.bedgraph.gz	99.42KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL127.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL127.bedgraph.gz.tbi	79.73KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL129.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL129.bedgraph.gz	99.88KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL129.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL129.bedgraph.gz.tbi	79.68KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL13.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL13.bedgraph.gz	99.65KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL13.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL13.bedgraph.gz.tbi	79.65KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL130.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL130.bedgraph.gz	101.76KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL130.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL130.bedgraph.gz.tbi	79.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL131.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL131.bedgraph.gz	98.97KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL131.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL131.bedgraph.gz.tbi	79.68KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL133.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL133.bedgraph.gz	102.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL133.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL133.bedgraph.gz.tbi	79.73KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL137.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL137.bedgraph.gz	85.10KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL137.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL137.bedgraph.gz.tbi	79.42KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL138.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL138.bedgraph.gz	89.02KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL138.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL138.bedgraph.gz.tbi	79.48KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL14.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL14.bedgraph.gz	99.84KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL14.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL14.bedgraph.gz.tbi	79.68KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL140.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL140.bedgraph.gz	87.30KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL140.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL140.bedgraph.gz.tbi	79.42KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL141.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL141.bedgraph.gz	102.65KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL141.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL141.bedgraph.gz.tbi	79.70KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL145.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL145.bedgraph.gz	99.50KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL145.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL145.bedgraph.gz.tbi	79.66KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL148.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL148.bedgraph.gz	93.47KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL148.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL148.bedgraph.gz.tbi	79.50KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL150.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL150.bedgraph.gz	102.93KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL150.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL150.bedgraph.gz.tbi	79.77KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL151.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL151.bedgraph.gz	102.64KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL151.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL151.bedgraph.gz.tbi	79.76KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL152.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL152.bedgraph.gz	98.16KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL152.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL152.bedgraph.gz.tbi	79.58KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL154.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL154.bedgraph.gz	96.37KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL154.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL154.bedgraph.gz.tbi	79.63KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL155.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL155.bedgraph.gz	93.79KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL155.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL155.bedgraph.gz.tbi	79.56KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL17.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL17.bedgraph.gz	103.02KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL17.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL17.bedgraph.gz.tbi	79.70KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL18.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL18.bedgraph.gz	102.09KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL18.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL18.bedgraph.gz.tbi	79.74KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL2.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL2.bedgraph.gz	101.70KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL2.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL2.bedgraph.gz.tbi	79.71KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL20.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL20.bedgraph.gz	85.16KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL20.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL20.bedgraph.gz.tbi	79.36KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL22.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL22.bedgraph.gz	102.63KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL22.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL22.bedgraph.gz.tbi	79.79KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL23.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL23.bedgraph.gz	98.86KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL23.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL23.bedgraph.gz.tbi	79.71KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL25.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL25.bedgraph.gz	103.42KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL25.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL25.bedgraph.gz.tbi	79.76KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL28.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL28.bedgraph.gz	103.65KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL28.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL28.bedgraph.gz.tbi	79.76KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL29.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL29.bedgraph.gz	100.04KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL29.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL29.bedgraph.gz.tbi	79.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL3.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL3.bedgraph.gz	100.07KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL3.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL3.bedgraph.gz.tbi	79.70KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL33.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL33.bedgraph.gz	95.33KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL33.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL33.bedgraph.gz.tbi	79.58KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL37.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL37.bedgraph.gz	100.94KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL37.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL37.bedgraph.gz.tbi	79.69KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL39.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL39.bedgraph.gz	91.85KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL39.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL39.bedgraph.gz.tbi	79.47KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL4.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL4.bedgraph.gz	98.36KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL4.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL4.bedgraph.gz.tbi	79.68KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL40.bedgraph.gz	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL40.bedgraph.gz	103.45KB
https://ftp.cngb.org/pub/CNSA/data3/CNP0001565/zeamap/05_Epigenetics/DNA_Methylation/01_Regions/AMP_mCHG_bed/CIMBL40.bedgraph.gz.tbi	maize_ZEAMAP/epigenome/dna_methylation/01_regions/AMP_mCHG_bed/CIMBL40.bedgraph.gz.tbi	79.75KB
